"","genes","res"
"914","SRCIN1","r33"
"915","SNRK","r33"
"916","URAHP","r33"
"917","CRNN","r33"
"918","ADGRE2","r33"
"919","OGFRL1","r33"
"920","LPAR6","r33"
"921","ARPC5","r33"
"922","TMEM45B","r33"
"923","AIF1","r33"
"924","EPDR1","r33"
"925","LOC101927822","r33"
"926","FAM45B","r33"
"927","PRKCB","r33"
"928","PELI1","r33"
"929","CAPZA2","r33"
"930","PTPN12","r33"
"931","DMRT2","r33"
"932","TUBB4B","r33"
"933","GAMT","r33"
"934","IL1RAP","r33"
"935","ANKRD36C","r33"
"936","SEZ6L","r33"
"937","FRMD4B","r33"
"938","RASA2","r33"
"939","KHDC1L","r33"
"940","MID1IP1-AS1","r33"
"941","C1orf158","r33"
"942","RUVBL2","r33"
"943","CMKLR1","r33"
"944","ECM1","r33"
"945","UNC119B","r33"
"946","TTC21A","r33"
"947","CAPZA1","r33"
"948","ATP2B1","r33"
"949","REEP2","r33"
"950","INA","r33"
"951","DOCK10","r33"
"952","SNX6","r33"
"953","MIR8085","r33"
"954","RAB36","r33"
"955","ATP13A4","r33"
"956","LAMP2","r33"
"957","RAPGEF6","r33"
"958","VNN1","r33"
"959","LOC101929626","r33"
"960","CD53","r33"
"961","TAOK3","r33"
"962","CAPNS2","r33"
"963","ALOX12B","r33"
"964","ANTXR2","r33"
"965","GCNT7","r33"
"966","ABCA1","r33"
"967","MS4A4A","r33"
"968","HSPB8","r33"
"969","CEP135","r33"
"970","GPR141","r33"
"971","PDE1B","r33"
"972","ALDH1A2","r33"
"973","PCAT18","r33"
"974","OVOL1","r33"
"975","GPBAR1","r33"
"976","GAB1","r33"
"977","COL5A3","r33"
"978","PXK","r33"
"979","DOK3","r33"
"980","MICAL1","r33"
"981","POLB","r33"
"982","FAM157B","r33"
"983","PTENP1","r33"
"984","WDR73","r33"
"985","EGR2","r33"
"986","IFNGR1","r33"
"987","PHF20L1","r33"
"988","S100A12","r33"
"989","ROCK1","r33"
"990","MAB21L3","r33"
"991","SYBU","r33"
"992","ADAMTS1","r33"
"993","PRRT3-AS1","r33"
"994","KRT6B","r33"
"995","LOC101929771","r33"
"996","RAB21","r33"
"997","C16orf72","r33"
"998","SLC9A7","r33"
"999","TLR7","r33"
"1000","MTSS1","r33"
"1001","NFIL3","r33"
"1002","PCDH10","r33"
"1003","GPR156","r33"
"1004","C22orf23","r33"
"1005","INMT-FAM188B","r33"
"1006","CXCL6","r33"
"1007","TOPORS","r33"
"1008","SPEG","r33"
"1009","ZFHX2","r33"
"1010","LINC01002","r33"
"1011","ATHL1","r33"
"1012","PRB4","r33"
"1013","TMEM150B","r33"
"1014","HECA","r33"
"1015","CST1","r34"
"1016","HBA1","r34"
"1017","HBA2","r34"
"1018","TMEM232","r34"
"1019","WDR78","r34"
"1020","CFAP53","r34"
"1021","GIPC2","r34"
"1022","CST2","r34"
"1023","MYCT1","r34"
"1024","ERICH6-AS1","r34"
"1025","LMNTD1","r34"
"1026","DNAH11","r34"
"1027","PIH1D2","r34"
"1028","DNAH6","r34"
"1029","C4orf47","r34"
"1030","IQCG","r34"
"1031","TEKT3","r34"
"1032","LINC00326","r34"
"1033","CCDC181","r34"
"1034","FAM227B","r34"
"1035","DNAH5","r34"
"1036","STK33","r34"
"1037","CFAP70","r34"
"1038","MAATS1","r34"
"1039","CST4","r34"
"1040","DNAH7","r34"
"1041","TMEM212","r34"
"1042","HBB","r34"
"1043","WDR63","r34"
"1044","SPATA4","r34"
"1045","LINC01564","r34"
"1046","SAMD15","r34"
"1047","FSIP1","r34"
"1048","ABCD2","r34"
"1049","IFT57","r34"
"1050","ADGB","r34"
"1051","ERICH3","r34"
"1052","ENKUR","r34"
"1053","MRPS31","r34"
"1054","FAM81A","r34"
"1055","ERBB4","r34"
"1056","MAT1A","r34"
"1057","ULK4","r34"
"1058","CAP2","r34"
"1059","IQUB","r34"
"1060","LCA5L","r34"
"1061","ADH6","r34"
"1062","ACYP1","r34"
"1063","LRRC49","r34"
"1064","ZBBX","r34"
"1065","MORN5","r34"
"1066","ERICH2","r34"
"1067","SPAG17","r34"
"1068","CLUAP1","r34"
"1069","WDR49","r34"
"1070","REEP1","r34"
"1071","ARMC2","r34"
"1072","CRISP2","r34"
"1073","LOC101928710","r34"
"1074","IFT172","r34"
"1075","MAP3K19","r34"
"1076","ALS2CR12","r34"
"1077","LZTFL1","r34"
"1078","TTC29","r34"
"1079","KATNAL2","r34"
"1080","DNAJC9-AS1","r34"
"1081","NCALD","r34"
"1082","C20orf202","r34"
"1083","ANKDD1B","r34"
"1084","FHAD1","r34"
"1085","CCDC176","r34"
"1086","TCTEX1D1","r34"
"1087","NEK5","r34"
"1088","TSPAN19","r34"
"1089","BEST4","r34"
"1090","SPTBN5","r34"
"1091","MLF1","r34"
"1092","SPEF2","r34"
"1093","FAM81B","r34"
"1094","COL28A1","r34"
"1095","EFCAB2","r34"
"1096","RIIAD1","r34"
"1097","NEK11","r34"
"1098","CCDC173","r34"
"1099","CFAP47","r34"
"1100","DZIP3","r34"
"1101","FAM227A","r34"
"1102","CCDC162P","r34"
"1103","TXLNB","r34"
"1104","UBD","r34"
"1105","TMEM67","r34"
"1106","KIF4A","r34"
"1107","KAAG1","r34"
"1108","PPP1R7","r34"
"1109","TBC1D19","r34"
"1110","LRRIQ3","r34"
"1111","DPY19L2P2","r34"
"1112","MEAF6","r34"
"1113","FILIP1","r34"
"1114","CCDC37","r34"
"1115","LINC01571","r34"
"1116","LINC01267","r34"
"1117","ZNF833P","r34"
"1118","MYCBPAP","r34"
"1119","SMC2-AS1","r34"
"1120","DYNLRB2","r34"
"1121","C5orf49","r34"
"1122","ERICH3-AS1","r34"
"1123","ALS2CL","r34"
"1124","RAET1E","r34"
"1125","FAM183A","r34"
"1126","IQCH","r34"
"1127","EPPIN-WFDC6","r34"
"1128","STX2","r34"
"1129","ENO2","r34"
"1130","TMEM190","r34"
"1131","MDH1B","r34"
"1132","PLBD1-AS1","r34"
"1133","ZNF385D","r34"
"1134","C8orf74","r34"
"1135","GPX8","r34"
"1136","SALL4","r34"
"1137","LOC100422737","r34"
"1138","MEIG1","r34"
"1139","CRIP3","r34"
"1140","LOC101060498","r34"
"1141","MGC34796","r34"
"1142","DYX1C1","r34"
"1143","CD19","r34"
"1144","AADACL2-AS1","r34"
"1145","LRRIQ1","r34"
"1146","CCDC148-AS1","r34"
"1147","GNA14","r34"
"1148","IRAK1BP1","r34"
"1149","ZNF185","r34"
"1150","SRD5A2","r34"
"1151","C1orf228","r34"
"1152","DCDC5","r34"
"1153","WFDC6","r34"
"1154","NPAS2","r34"
"1155","ABCC6P2","r34"
"1156","TMEM255A","r34"
"1157","FAM181A-AS1","r34"
"1158","DNAJB13","r34"
"1159","SCG3","r34"
"1160","GDPD4","r34"
"1161","ALPK3","r34"
"1162","CCL15","r34"
"1163","TRIP13","r34"
"1164","FAM134B","r34"
"1165","TREML1","r34"
"1166","MNS1","r34"
"1167","DUSP19","r34"
"1168","DCDC1","r34"
"1169","RPGRIP1L","r34"
"1170","CCL15-CCL14","r34"
"1171","ZNF483","r34"
"1172","FAM161A","r34"
"1173","CRNDE","r34"
"1174","VEGFA","r34"
"1175","CNTF","r34"
"1176","OVOL1-AS1","r34"
"1177","LINC00240","r34"
"1178","WDR38","r34"
"1179","C6orf15","r34"
"1180","TTC39C-AS1","r34"
"1181","LOC100505841","r34"
"1182","LOC101928973","r34"
"1183","LOC100129534","r34"
"1184","IGLL5","r34"
"1185","STAP1","r34"
"1186","COL21A1","r34"
"1187","CCDC67","r34"
"1188","GREB1","r34"
"1189","RFX3","r34"
"1190","FRMPD2","r34"
"1191","FER1L5","r34"
"1192","OXTR","r34"
"1193","C14orf142","r34"
"1194","SLC44A2","r34"
"1195","CAPS","r34"
"1196","SERPINB10","r34"
"1197","C16orf93","r34"
"1198","CDH26","r34"
"1199","DAPK1","r34"
"1200","LRRC10B","r34"
"1201","WDPCP","r34"
"1202","FSD1L","r34"
"1203","CPEB1-AS1","r34"
"1204","CDKL2","r34"
"1205","GLIS3","r34"
"1206","ESPL1","r34"
"1207","KATNAL1","r34"
"1208","TTC41P","r34"
"1209","STOX1","r34"
"1210","CLDN25","r34"
"1211","CCDC153","r34"
"1212","NHLRC4","r34"
"1213","ZMYND10","r34"
"1214","HIST1H2BN","r34"
"1215","AKR1B10","r34"
"1216","NBEAL2","r34"
"1217","IDNK","r34"
"1218","C10orf67","r34"
"1219","CDKL1","r34"
"1220","CCDC78","r34"
"1221","GFI1B","r34"
"1222","KCNH4","r34"
"1223","MIR34B","r34"
"1224","NLRP10","r34"
"1225","CCDC42B","r34"
"1226","ARHGEF10L","r34"
"1227","CD164L2","r34"
"1228","ARL3","r34"
"1229","GUCY2F","r34"
"1230","MAPK15","r34"
"1231","TPPP3","r34"
"1232","WDR5B","r34"
"1233","TMEM180","r34"
"1234","CCDC114","r34"
"1235","CLEC12A","r34"
"1236","TIGD4","r34"
"1237","CFAP36","r34"
"1238","MYB","r34"
"1239","WDR92","r34"
"1240","PPP1R36","r34"
"1241","LINC00423","r34"
"1242","MIR1234","r34"
"1243","MIR7106","r34"
"1244","SLC38A6","r34"
"1245","CASC2","r34"
"1246","PCDHB14","r34"
"1247","GALK2","r34"
"1248","CATSPERD","r34"
"1249","PRLR","r34"
"1250","LOC102724094","r34"
"1251","LOC100128317","r34"
"1252","MIR5004","r34"
"1253","DNAL1","r34"
"1254","C9orf24","r34"
"1255","NEK2","r34"
"1256","CTXN1","r34"
"1257","TCEAL3","r34"
"1258","ASB9","r34"
"1259","MOBP","r34"
"1260","C8orf37-AS1","r34"
"1261","LOC101929450","r34"
"1262","CASC1","r34"
"1263","C2orf81","r34"
"1264","RDH10","r34"
"1265","PPOX","r34"
"1266","PLCH1","r34"
"1267","LINC01552","r34"
"1268","HGFAC","r34"
"1269","EML2-AS1","r34"
"1270","WDR31","r34"
"1271","FAM189A2","r34"
"1272","CALML4","r34"
"1273","MXRA8","r34"
"1274","ANKRD42","r34"
"1275","C2orf40","r34"
"1276","CAMK2G","r34"
"1277","RAPGEF3","r34"
"1278","KCTD1","r34"
"1279","CARD14","r34"
"1280","LOC101927267","r34"
"1281","IRX1","r34"
"1282","TCP11","r34"
"1283","MYLK","r34"
"1284","GSDMA","r34"
"1285","TNRC6C-AS1","r34"
"1286","POLR2J3","r34"
"1287","PART1","r34"
"1288","GRN","r34"
"1289","TTC22","r34"
"1290","SPATA6L","r34"
"1291","TMEM107","r34"
"1292","GUCY2C","r34"
"1293","CERKL","r34"
"1294","CLDN18","r34"
"1295","SKAP1","r34"
"1296","LGMN","r34"
"1297","KCNMB2","r34"
"1298","SPATA6","r34"
"1299","SLC22A15","r34"
"1300","ANKRD44-IT1","r34"
"1301","PCDHB6","r34"
"1302","IFT81","r34"
"1303","ABCC6","r34"
"1304","TMCO4","r34"
"1305","HHAT","r34"
"1306","SRD5A3-AS1","r34"
"1307","MED15P9","r34"
