"","x"
"4477","PAX7"
"4478","ZC3H15"
"4479","LRRC1"
"4480","TMSB15B"
"4481","GABPB1"
"4482","CD226"
"4483","MUC2"
"4484","YTHDC2"
"4485","GNG3"
"4486","BBS4"
"4487","UNKL"
"4488","FBXW11"
"4489","TUFT1"
"4490","ALDH3B1"
"4491","PABPN1L"
"4492","ZNF331"
"4493","KBTBD8"
"4494","LOC100129550"
"4495","RNF130"
"4496","VPS50"
"4497","CPA4"
"4498","CHMP5"
"4499","GPX3"
"4500","TSPYL4"
"4501","TRMT12"
"4502","TMEM8B"
"4503","PTPN3"
"4504","SLC22A16"
"4505","CATIP-AS2"
"4506","MIR6780B"
"4507","LINC00324"
"4508","TCAM1P"
"4509","SCGB3A1"
"4510","ARID2"
"4511","RUNX1-IT1"
"4512","SLC26A5"
"4513","TM4SF1"
"4514","LOC283140"
"4515","LATS2"
"4516","DDR1"
"4517","LDOC1"
"4518","SH3GL1P2"
"4519","CBX4"
"4520","TBCA"
"4521","LEPROTL1"
"4522","LOC101241902"
"4523","CDC42P3"
"4524","KIAA1875"
"4525","KIF24"
"4526","TMEM92"
"4527","BAHCC1"
"4528","FAF2"
"4529","TRIP12"
"4530","LINC01006"
"4531","ABCB9"
"4532","GPR87"
"4533","ARTN"
"4534","DARS2"
"4535","SLC5A12"
"4536","ADAM20P1"
"4537","DGKG"
"4538","ECSCR"
"4539","AKR1B15"
"4540","SPG21"
"4541","NR2C2"
"4542","PLCXD2-AS1"
"4543","SLC52A1"
"4544","MPZ"
"4545","SYT9"
"4546","SLC5A3"
"4547","TIMM23"
"4548","RPA2"
"4549","MIS18BP1"
"4550","RINT1"
"4551","LOC100128317"
"4552","PPM1G"
"4553","STK40"
"4554","AKAP10"
"4555","ZNF44"
"4556","LTC4S"
"4557","AZGP1"
"4558","C9orf66"
"4559","ADNP2"
"4560","NRBP1"
"4561","CSDE1"
"4562","CHD1L"
"4563","MIR4683"
"4564","MED21"
"4565","STX1B"
"4566","ATP6V0A1"
"4567","YWHAH"
"4568","JMY"
"4569","ZNF815P"
"4570","PADI3"
"4571","IL20"
"4572","ENTHD1"
"4573","PSD4"
"4574","PROC"
"4575","RNF144B"
"4576","EXOC3L2"
"4577","UTP20"
"4578","FMO2"
"4579","HIPK3"
"4580","NPIPB9"
"4581","TXNL4B"
"4582","NAPG"
"4583","NPHP3-ACAD11"
"4584","PLK4"
"4585","FAM135A"
"4586","CDS2"
"4587","KDM5C"
"4588","ATAD5"
"4589","SCGB1C1"
"4590","HDLBP"
"4591","EPHB2"
"4592","C19orf44"
"4593","TMEM116"
"4594","SMG7"
"4595","JCHAIN"
"4596","TMEM110"
"4597","CH17-340M24.3"
"4598","GADD45A"
"4599","SERTAD3"
"4600","CD47"
"4601","EDN2"
"4602","ATXN3"
"4603","ZNF92"
"4604","LIMCH1"
"4605","RTEL1-TNFRSF6B"
"4606","POMGNT2"
"4607","UCN3"
"4608","RNF10"
"4609","LRRTM2"
"4610","DNAJC25"
"4611","LOC102723703"
"4612","NUP214"
"4613","CTF1"
"4614","SLC12A9"
"4615","SLC39A8"
"4616","ZNF398"
"4617","FUT3"
"4618","EYA2"
"4619","LOC153684"
"4620","STXBP2"
"4621","CIDECP"
"4622","C11orf53"
"4623","PLCD3"
"4624","SAP30BP"
"4625","COLCA1"
"4626","CD27-AS1"
"4627","CYP27B1"
"4628","GTF2F2"
"4629","MIR203B"
"4630","LOC104968399"
"4631","SLC44A4"
"4632","PCDH1"
"4633","MIR6513"
"4634","USP16"
"4635","ETV6"
"4636","BNIP1"
"4637","HMGN3"
"4638","OPN1SW"
"4639","RHOBTB2"
"4640","OGT"
"4641","SEMA3B"
"4642","LOC102723344"
"4643","SPATA13"
"4644","PTGER1"
"4645","ANKHD1"
"4646","BMX"
"4647","LY75"
"4648","NSUN4"
"4649","MZB1"
"4650","CEP128"
"4651","GP5"
"4652","IRX2"
"4653","TRAPPC12"
"4654","COL27A1"
"4655","DYRK1B"
"4656","ABHD11"
"4657","FIGNL1"
"4658","FUT1"
"4659","PCDHB16"
"4660","MEGF8"
"4661","SIX2"
"4662","LOC100506071"
"4663","S100A10"
"4664","MEF2A"
"4665","LINC00624"
"4666","NIPAL3"
"4667","C15orf39"
"4668","C1QL2"
"4669","CRBN"
"4670","PABPC4"
"4671","VMAC"
"4672","WDR35"
"4673","CAV2"
"4674","LOC100506321"
"4675","HCST"
"4676","ANKRD65"
"4677","SESN3"
"4678","C12orf76"
"4679","MRPS10"
"4680","NAT2"
"4681","LDHA"
"4682","FBXO3"
"4683","CHKA"
"4684","ATP6V1D"
"4685","ZNF121"
"4686","CSRP2BP"
"4687","PHYHD1"
"4688","VDR"
"4689","ATP8B2"
"4690","PAFAH1B2"
"4691","PTGES3L"
"4692","TANC2"
"4693","LINC01214"
"4694","IPO11-LRRC70"
"4695","SLC29A2"
"4696","INF2"
"4697","USP34"
"4698","NEXN-AS1"
"4699","ZNF671"
"4700","LINC01599"
"4701","ENOSF1"
"4702","GTSE1-AS1"
"4703","TMEM52B"
"4704","PPP2R5E"
"4705","PYCR1"
"4706","TF"
"4707","YTHDC1"
"4708","CDH12"
"4709","LOC101928885"
"4710","GAL3ST4"
"4711","VPS37A"
"4712","CA13"
"4713","ACOT9"
"4714","PPP2R3C"
"4715","KRT17"
"4716","RIPK1"
"4717","ZRANB2-AS1"
"4718","PRR15L"
"4719","SRGAP2"
"4720","CLIC3"
"4721","KCNAB2"
"4722","ZNF595"
"4723","CUEDC1"
"4724","SLC7A11-AS1"
"4725","USP31"
"4726","SLTM"
"4727","CPNE5"
"4728","P4HA2"
"4729","VPS13B"
"4730","C9orf156"
"4731","CLDN5"
"4732","CCDC68"
"4733","MIR31HG"
"4734","BHMT"
"4735","LOC101929555"
"4736","GSTA4"
"4737","COLGALT1"
"4738","NXF1"
"4739","PYROXD1"
"4740","SCPEP1"
"4741","STT3B"
"4742","TCEB1"
"4743","ELOVL3"
"4744","SMCR8"
"4745","TMEM26"
"4746","LYVE1"
"4747","BBS2"
"4748","LOC644554"
"4749","PPP2R3A"
"4750","PDS5A"
"4751","LOC100128361"
"4752","LINC00309"
"4753","FAM208B"
"4754","ERGIC3"
"4755","FAM199X"
"4756","ZNF790-AS1"
"4757","KIAA1407"
"4758","TIGD6"
"4759","NT5E"
"4760","TMEM60"
"4761","SPECC1L"
"4762","TNKS2"
"4763","OMG"
"4764","LRRC37B"
"4765","SYCE3"
"4766","CDK13"
"4767","GS1-124K5.11"
"4768","DFNB31"
"4769","INE1"
"4770","KMO"
"4771","CCM2L"
"4772","FAM204A"
"4773","MBTD1"
"4774","STX16"
"4775","GMEB2"
"4776","LCORL"
"4777","SCARF2"
"4778","ZBTB1"
"4779","AMY2B"
"4780","OLFML2B"
"4781","P2RY2"
"4782","TCTA"
"4783","TRIM31-AS1"
"4784","SMC2"
"4785","BCL11A"
"4786","XKR6"
"4787","ABCB6"
"4788","MIATNB"
"4789","TMCO5A"
"4790","PF4V1"
"4791","CDH2"
"4792","HCG11"
"4793","HIST1H4H"
"4794","DR1"
"4795","LYRM9"
"4796","HIST3H2A"
"4797","XCL2"
"4798","PRPF18"
"4799","RNF168"
"4800","RIMBP3C"
"4801","RIMBP3B"
"4802","PEX11A"
"4803","WEE2-AS1"
"4804","FLG2"
"4805","CRIPT"
"4806","LRRC45"
"4807","TRIT1"
"4808","ITLN2"
"4809","PPA1"
"4810","SLC8B1"
"4811","TTC9"
"4812","USO1"
"4813","PLEKHF1"
"4814","CDA"
"4815","ZBED6"
"4816","FRMPD2B"
"4817","SSH1"
"4818","MMP17"
"4819","SNX1"
"4820","LOC388282"
"4821","UTP6"
"4822","SUMO1"
"4823","FAM209B"
"4824","PCP4"
"4825","LRRFIP2"
"4826","SNORA14A"
"4827","ATP6V0D2"
"4828","SCML1"
"4829","GRIP1"
"4830","ERCC5"
"4831","C2-AS1"
"4832","EPS15"
"4833","WSB2"
"4834","HORMAD2-AS1"
"4835","ZNF354B"
"4836","MIR6843"
"4837","KLF9"
"4838","CHFR"
"4839","PACRGL"
"4840","LOC441155"
"4841","HLX-AS1"
"4842","ESRP1"
"4843","MIR3605"
"4844","CASP9"
"4845","PXDN"
"4846","EIF4G2"
"4847","LINC00854"
"4848","PPP5C"
"4849","CRTC2"
"4850","WHAMM"
"4851","SLC27A4"
"4852","KIF21B"
"4853","CAMKK1"
"4854","TMEM265"
"4855","USP10"
"4856","DAGLB"
"4857","WDR44"
"4858","MAP3K7"
"4859","EXOC3-AS1"
"4860","UBAC2-AS1"
"4861","TRPM3"
"4862","REM1"
"4863","SFXN2"
"4864","FRS3"
"4865","PDCL"
"4866","CKB"
"4867","TUSC8"
"4868","AKAP13"
"4869","C6orf48"
"4870","PPP4R2"
"4871","CYB5D1"
"4872","RBBP5"
"4873","PLD4"
"4874","DYNC1LI1"
"4875","KCND2"
"4876","ARPP19"
"4877","RNMTL1"
"4878","NR2F2-AS1"
"4879","UPK3B"
"4880","ARHGAP12"
"4881","BTN3A2"
"4882","AKAP9"
"4883","TRIM6"
"4884","MTSS1L"
"4885","INPP5K"
"4886","TMEM230"
"4887","TASP1"
"4888","DGCR9"
"4889","LOC388849"
"4890","C9orf139"
"4891","C14orf169"
"4892","RAB22A"
"4893","CD101"
"4894","DPYD-AS2"
"4895","CHP1"
"4896","NPIPA2"
"4897","SENP5"
"4898","ATP1B1"
"4899","MCAT"
"4900","SMYD3"
"4901","NUTM2B-AS1"
"4902","REM2"
"4903","TRA2A"
"4904","CARD9"
"4905","LINC00222"
"4906","SEMA4F"
"4907","GBA"
"4908","LIPT2"
"4909","CD34"
"4910","USB1"
"4911","PSMD12"
"4912","PRMT9"
"4913","MCMBP"
"4914","STX12"
"4915","APOA2"
"4916","TAF1D"
"4917","ZNF221"
"4918","TMEM45A"
"4919","KIF5B"
"4920","FBXL17"
"4921","RHOQ"
"4922","SMU1"
"4923","TMEM44-AS1"
"4924","TESK2"
"4925","RAB38"
"4926","NGFR"
"4927","TGIF2-C20orf24"
"4928","NR1I2"
"4929","ZCCHC7"
"4930","ST6GALNAC1"
"4931","CDK1"
"4932","ARHGEF38-IT1"
"4933","SLC25A13"
"4934","ARHGEF2"
"4935","GAS7"
"4936","TSPAN6"
"4937","ANKRD13D"
"4938","C4orf27"
"4939","OIP5-AS1"
"4940","WFDC21P"
"4941","ECI2"
"4942","PIGA"
"4943","LOC101927151"
"4944","FGFR1"
"4945","LONRF3"
"4946","STX17"
"4947","MDM4"
"4948","RECQL"
"4949","AMN1"
"4950","DCN"
"4951","KLK9"
"4952","ZNF818P"
"4953","ACVR2B-AS1"
"4954","ISY1"
"4955","SAMD13"
"4956","MIR8071-1"
"4957","MIR8071-2"
"4958","RNF185"
"4959","MCIDAS"
"4960","TGFBR1"
"4961","ARHGEF11"
"4962","ELMOD2"
"4963","PDZK1IP1"
"4964","EDARADD"
"4965","ZHX2"
"4966","HSPG2"
"4967","HACD3"
"4968","GPX4"
"4969","TMC4"
"4970","SAMSN1-AS1"
"4971","ANXA1"
"4972","PIGM"
"4973","USP47"
"4974","ELANE"
"4975","GPR4"
"4976","CDKN2AIPNL"
"4977","EYA1"
"4978","CYP2S1"
"4979","TRIM11"
"4980","MIR3124"
"4981","NUPL1"
"4982","SOWAHB"
"4983","UBE2D4"
"4984","LOC100288842"
"4985","VWCE"
"4986","OXGR1"
"4987","HEATR9"
"4988","CCNC"
"4989","CEP78"
"4990","IFFO1"
"4991","LINC00630"
"4992","NPIPA3"
"4993","RUNDC3A"
"4994","ABHD14A"
"4995","NFX1"
"4996","TUBA4A"
"4997","EHD4-AS1"
"4998","LOC100506142"
"4999","FANCL"
"5000","EFCAB6-AS1"
"5001","PSMD5"
"5002","CCP110"
"5003","VPS13A"
"5004","SLC44A5"
"5005","SCARNA2"
"5006","ASB8"
"5007","CBWD5"
"5008","HMGCS2"
"5009","LOC101927415"
"5010","C20orf24"
"5011","GTF2H5"
"5012","TMEM253"
"5013","CDH11"
"5014","MIR1273H"
"5015","UBTD2"
"5016","MICALL1"
"5017","TMEM200B"
"5018","GDPD4"
"5019","ARHGAP32"
"5020","BRD4"
"5021","CGGBP1"
"5022","CNOT6L"
"5023","AFF4"
"5024","SPDYE3"
"5025","BCAS1"
"5026","CDC42EP1"
"5027","RRAS2"
"5028","AGAP11"
"5029","SNURF"
"5030","ATP6V1E1"
"5031","CEP19"
"5032","SH3BGRL3"
"5033","C11orf45"
"5034","SNRPN"
"5035","MYO5B"
"5036","MCOLN1"
"5037","RGPD1"
"5038","AEBP1"
"5039","LINC00996"
"5040","SEPT9"
"5041","KCNH2"
"5042","OTOGL"
"5043","EVA1C"
"5044","NKTR"
"5045","CYP2R1"
"5046","ENTHD2"
"5047","STAMBP"
"5048","TLR3"
"5049","HMGCR"
"5050","USP51"
"5051","CAV1"
"5052","PHF19"
"5053","SURF2"
"5054","LANCL3"
"5055","FMR1-AS1"
"5056","LDLRAD2"
"5057","TMEM126B"
"5058","LRCOL1"
"5059","SDPR"
"5060","KLHL30"
"5061","EEF1A1"
"5062","LOC101927391"
"5063","EPS8"
"5064","FLOT1"
"5065","SSR1"
"5066","RITA1"
"5067","MMD"
"5068","SP2-AS1"
"5069","ZNF91"
"5070","BRD7"
"5071","ABCC5"
"5072","ZRANB2"
"5073","GNB3"
"5074","CCBE1"
"5075","LOC101929723"
"5076","DPYD"
"5077","KLRC1"
"5078","CCBL2"
"5079","EPM2AIP1"
"5080","MRFAP1"
"5081","FAM122C"
"5082","FAM25C"
"5083","FAM25G"
"5084","EML4"
"5085","TSPAN11"
"5086","PPP1R16A"
"5087","SPECC1L-ADORA2A"
"5088","KLK6"
"5089","NCAPG"
"5090","PAPOLG"
"5091","CENPBD1P1"
"5092","RHPN2"
"5093","CYP4B1"
"5094","ZCCHC3"
"5095","MIR922"
"5096","CBX3"
"5097","MIR3916"
"5098","ZNF610"
"5099","NSL1"
"5100","ZSWIM8-AS1"
"5101","PTP4A3"
"5102","GNPDA1"
"5103","PRC1-AS1"
"5104","SYNPO"
"5105","HEBP2"
"5106","LOC100996351"
"5107","TCN2"
"5108","MAPKAPK3"
"5109","TBRG1"
"5110","UBR1"
"5111","RAB11A"
"5112","TXNL1"
"5113","PARP12"
"5114","CALD1"
"5115","HIST1H1E"
"5116","TMEM178B"
"5117","PLA1A"
"5118","MAN2A1"
"5119","TUBA1B"
"5120","RHBDF1"
"5121","FZD5"
"5122","LMBR1L"
"5123","KCNIP3"
"5124","ATG7"
"5125","ZNF793-AS1"
"5126","RSRP1"
"5127","SIPA1L1"
"5128","ZBTB20-AS3"
"5129","PPP1R26"
"5130","HEY2"
"5131","SMA5"
"5132","ISL1"
"5133","TNIP1"
"5134","HDC"
"5135","LANCL2"
"5136","RAB3A"
"5137","ITGA7"
"5138","NSF"
"5139","MOCS1"
"5140","YEATS4"
"5141","PAFAH1B1"
"5142","TPO"
"5143","FSIP2"
"5144","HTN3"
"5145","LOC101927691"
"5146","FAM74A3"
"5147","GOT1"
"5148","WASIR2"
"5149","CENPM"
"5150","MTF2"
"5151","PNMA1"
"5152","GNG11"
"5153","THYN1"
"5154","MRAP2"
"5155","PDE4DIP"
"5156","OSBPL9"
"5157","DLL1"
"5158","N4BP2L1"
"5159","PRKD3"
"5160","DPP10-AS1"
"5161","HERC1"
"5162","CLHC1"
"5163","IGSF5"
"5164","KIAA1524"
"5165","RAET1E-AS1"
"5166","PKNOX1"
"5167","SEC61A2"
"5168","IL18BP"
"5169","FAM133CP"
"5170","TUBD1"
"5171","S100A14"
"5172","RPS6KB1"
"5173","ANKRD23"
"5174","DCBLD2"
"5175","TRERF1"
"5176","LOC101927870"
"5177","DEK"
"5178","MAX"
"5179","LOC101929413"
"5180","USP1"
"5181","MFAP4"
"5182","PRPF38B"
"5183","BRMS1L"
"5184","ISL2"
"5185","THOC5"
"5186","TMCO6"
"5187","AGO2"
"5188","TERF1"
"5189","SUPT20H"
"5190","TMEM41A"
"5191","CDKL4"
"5192","PITPNB"
"5193","KCNMB3"
"5194","TMEM106A"
"5195","BDH2"
"5196","MIR181A1HG"
"5197","CBWD2"
"5198","SHISA2"
"5199","SREK1"
"5200","TUBGCP2"
"5201","CHCHD6"
"5202","PDE7A"
"5203","ALDH1L2"
"5204","NPAS3"
"5205","PDE4A"
"5206","TSPAN2"
"5207","MIR614"
"5208","CHD9"
"5209","GMNC"
"5210","ASIC1"
"5211","PIK3C3"
"5212","LOC101929294"
"5213","PHGDH"
"5214","WDR37"
"5215","DNPH1"
"5216","SH3GL1"
"5217","GNPAT"
"5218","CHRM4"
"5219","INIP"
"5220","KDM1A"
"5221","MIR1268A"
"5222","RASGRP3"
"5223","CCT7"
"5224","CSNK1E"
"5225","NOL8"
"5226","ZNF688"
"5227","LINC01209"
"5228","ARHGAP19-SLIT1"
"5229","GNS"
"5230","TPTE2P6"
"5231","ABI2"
"5232","SLC51B"
"5233","LOC101927153"
"5234","STIM2"
"5235","RGMB-AS1"
"5236","SCAMP4"
"5237","NAGA"
"5238","GSTM2"
"5239","QRICH2"
"5240","GAREM"
"5241","FBXO11"
"5242","KIAA1107"
"5243","RORC"
"5244","PGGT1B"
"5245","TBX18"
"5246","RAB3GAP2"
"5247","NECAP1"
"5248","TAT-AS1"
"5249","HS6ST1"
"5250","CTTNBP2"
"5251","MAMDC4"
"5252","POU3F1"
"5253","DAPL1"
"5254","AKR1B1"
"5255","NIPAL1"
"5256","GNG12"
"5257","HCAR2"
"5258","MED4-AS1"
"5259","ZNF300"
"5260","LOC730668"
"5261","CTSC"
"5262","MRPL40"
"5263","NSD1"
"5264","RPP38"
"5265","ZNF830"
"5266","EIF3J"
"5267","DDX54"
"5268","GABARAPL2"
"5269","IPPK"
"5270","LOC729658"
"5271","CNNM1"
"5272","ASPHD1"
"5273","RPUSD2"
"5274","NTN1"
"5275","FAM95A"
"5276","NXF2"
"5277","NXF2B"
"5278","LOC643733"
"5279","LSM14A"
"5280","OVCH1-AS1"
"5281","ZGRF1"
"5282","APOE"
"5283","AGA"
"5284","CCDC126"
"5285","LOC339803"
"5286","PLEKHA8"
"5287","PLA2G4F"
"5288","RPF1"
"5289","NBPF8"
"5290","TM2D2"
"5291","LOC653786"
"5292","FBXL8"
"5293","CCL19"
"5294","MAP4K2"
"5295","PAPLN"
"5296","BPHL"
"5297","PFKM"
"5298","TMCC1-AS1"
"5299","GSG1L"
"5300","DOLK"
"5301","ZFP3"
"5302","CHGA"
"5303","MTMR9"
"5304","CUL7"
"5305","DHX16"
"5306","LOC100506730"
"5307","POTEF"
"5308","U2SURP"
"5309","PCYOX1L"
"5310","LINC01136"
"5311","KNTC1"
"5312","MAEA"
"5313","UCHL1"
"5314","CRB1"
"5315","SEPT10"
"5316","TMEM173"
"5317","DKFZP586I1420"
"5318","NAALADL1"
"5319","TMEM5"
"5320","WDFY2"
"5321","TSPAN13"
"5322","TKFC"
"5323","EAPP"
"5324","WIPF2"
"5325","LBX2"
"5326","ZSWIM7"
"5327","TADA2B"
"5328","C5orf66-AS1"
"5329","GCC1"
"5330","DNHD1"
"5331","SYT7"
"5332","TPT1"
"5333","LOC400927-CSNK1E"
"5334","MIR4435-2HG"
"5335","GPC2"
"5336","KMT2E-AS1"
"5337","NAA40"
"5338","PROB1"
"5339","AGBL5"
"5340","MIR6717"
"5341","CXCL13"
"5342","ADORA2A-AS1"
"5343","FRMD8"
"5344","IER3"
"5345","TWF1"
"5346","RHEBL1"
"5347","FNDC1"
"5348","SPTSSA"
"5349","SNORD63"
"5350","PCDHB13"
"5351","AQP1"
"5352","LINC01473"
"5353","REEP3"
"5354","GATA2"
"5355","TRAM1"
"5356","TMEM123"
"5357","LOC286059"
"5358","ARL15"
"5359","FAM25A"
"5360","CTDSP2"
"5361","EHD4"
"5362","TMEM206"
"5363","FOXE1"
"5364","ZNF675"
"5365","ATG14"
"5366","NOP10"
"5367","AP4E1"
"5368","MT3"
"5369","HAS1"
"5370","UGP2"
"5371","GLIS3-AS1"
"5372","MIR491"
"5373","NAP1L1"
"5374","LINS"
"5375","SNORD12"
"5376","AIFM1"
"5377","SEC23A"
"5378","PLG"
"5379","UBQLN1"
"5380","NPLOC4"
"5381","SPTBN4"
"5382","ANKLE2"
"5383","EIF2B3"
"5384","RPAP3"
"5385","PCDHB12"
"5386","PCDHB1"
"5387","SLC11A2"
"5388","ASB2"
"5389","RAB35"
"5390","CCR10"
"5391","AREL1"
"5392","ATL3"
"5393","SKIDA1"
"5394","LCAT"
"5395","DACT1"
"5396","TSPAN5"
"5397","TTLL1"
"5398","MFSD9"
"5399","GJA5"
"5400","TBC1D12"
"5401","MIR632"
"5402","PAM"
"5403","VTI1A"
"5404","SLC25A21"
"5405","CDK11B"
"5406","KAZN"
"5407","LOC100505666"
"5408","PKNOX2"
"5409","FABP2"
"5410","AP4M1"
"5411","ADD3"
"5412","LINC00399"
"5413","ADGRE5"
"5414","TTYH2"
"5415","GPR1"
"5416","LOC101929694"
"5417","HAUS6"
"5418","FAM178B"
"5419","LINC00482"
"5420","BGN"
"5421","RELA"
"5422","RHOT1"
"5423","LINC00886"
"5424","CORT"
"5425","RABGAP1L"
"5426","PTGES3L-AARSD1"
"5427","DIRAS1"
"5428","ZNF696"
"5429","ZNF664"
"5430","ISPD"
"5431","XIRP1"
"5432","ACTG1P20"
"5433","PKP1"
"5434","DHRS4L1"
"5435","SYP"
"5436","BMP8A"
"5437","PLA2G4E-AS1"
"5438","HINT3"
"5439","LOC101928304"
"5440","FAM27E3"
"5441","SUCO"
"5442","MIR34A"
"5443","WNT10A"
"5444","TPRXL"
"5445","SARNP"
"5446","ZDHHC5"
"5447","TRIB3"
"5448","TRPT1"
"5449","TSPYL5"
"5450","TMX1"
"5451","SLC25A21-AS1"
"5452","EXOC5"
"5453","S100P"
"5454","GFRA2"
"5455","OSMR"
"5456","C8orf88"
"5457","ATXN1L"
"5458","ACSBG1"
"5459","CUL2"
"5460","HPX"
"5461","PCED1B-AS1"
"5462","ATXN7L3"
"5463","NRM"
"5464","PPT2-EGFL8"
"5465","PEX6"
"5466","ARSB"
"5467","PRR13"
"5468","CCAR1"
"5469","ZFP36L2"
"5470","ALMS1"
"5471","ZNF335"
"5472","MCOLN3"
"5473","WDSUB1"
"5474","PTCRA"
"5475","PAPD4"
"5476","LOH12CR1"
"5477","DYRK2"
"5478","PIM2"
"5479","SMAP2"
"5480","WDFY3-AS2"
"5481","HECTD1"
"5482","KCNN4"
"5483","NDUFAF3"
"5484","MED28"
"5485","MSRB3"
"5486","KRT4"
"5487","ELF3"
"5488","APLF"
"5489","UBXN4"
"5490","USP40"
"5491","CNP"
"5492","RBM48"
"5493","COX6A2"
"5494","C2CD4A"
"5495","SMTNL2"
"5496","LOC100652758"
"5497","HOGA1"
"5498","C10orf32"
"5499","ERGIC2"
"5500","RGS7BP"
"5501","ZFHX4"
"5502","BMPR1B-AS1"
"5503","LOC101927911"
"5504","INSIG2"
"5505","WDR27"
"5506","UBE2V2"
"5507","PRKACA"
"5508","PTPN1"
"5509","C12orf10"
"5510","CREB3"
"5511","SLC35E2"
"5512","CLEC18C"
"5513","CLC"
"5514","SPSB1"
"5515","LARP4B"
"5516","PPFIA1"
"5517","LINC01088"
"5518","DNAJC30"
"5519","USP7"
"5520","IVD"
"5521","ATAD2B"
"5522","ASAP1-IT2"
"5523","ARL17B"
"5524","BTG3"
"5525","PKD1P6"
"5526","PCAT6"
"5527","MTMR14"
"5528","SNORA33"
"5529","LOC101927668"
"5530","TTC14"
"5531","TDRD7"
"5532","MIR198"
"5533","TCHH"
"5534","SNX21"
"5535","DHRS12"
"5536","TIA1"
"5537","CHST14"
"5538","NUTM2A"
"5539","ZNF124"
"5540","TM9SF1"
"5541","NECAB2"
"5542","CRKL"
"5543","MLLT11"
"5544","ADK"
"5545","SIK3"
"5546","E2F5"
"5547","LOC91450"
"5548","PARD6G"
"5549","OR1M1"
"5550","TSGA10"
"5551","C3orf30"
"5552","LINC00939"
"5553","NPR2"
"5554","PTGER4P2-CDK2AP2P2"
"5555","STRN3"
"5556","LINC00271"
"5557","TMEM52"
"5558","CPSF7"
"5559","LRRC37A"
"5560","ZNF582-AS1"
"5561","PRR34"
"5562","MZF1-AS1"
"5563","DEDD2"
"5564","LINC00910"
"5565","THAP10"
"5566","KATNB1"
"5567","KIAA0195"
"5568","PIM3"
"5569","OTUD5"
"5570","LOC100506476"
"5571","MAPKAPK2"
"5572","C12orf42"
"5573","LOC100507437"
"5574","FAM228A"
"5575","SNORA26"
"5576","RHD"
"5577","GREB1L"
"5578","MDC1"
"5579","GAS5-AS1"
"5580","TNKS2-AS1"
"5581","LIG1"
"5582","ALB"
"5583","ST7-OT4"
"5584","ZC3H7A"
"5585","C17orf53"
"5586","MIR4786"
"5587","TMEM68"
"5588","ARMCX3"
"5589","FRAT1"
"5590","NAP1L2"
"5591","ADAMTSL5"
"5592","LOC642852"
"5593","RAB15"
"5594","LOC101927257"
"5595","SEPT11"
"5596","RASSF8-AS1"
"5597","IFT20"
"5598","NKILA"
"5599","MTURN"
"5600","RAB30"
"5601","TNC"
"5602","SEC14L1"
"5603","TSL"
"5604","TMED5"
"5605","C17orf75"
"5606","COCH"
"5607","LOC101927817"
"5608","GCC2"
"5609","CHM"
"5610","SBNO1"
"5611","ITGA4"
"5612","YME1L1"
"5613","SPOP"
"5614","MAB21L1"
"5615","PIGZ"
"5616","AP4B1"
"5617","ASPHD2"
"5618","MROH7-TTC4"
"5619","IL1RL1"
"5620","TC2N"
"5621","ZNF280B"
"5622","RGS10"
"5623","CWF19L2"
"5624","ARFGAP3"
"5625","GANC"
"5626","CHRNA7"
"5627","DIRAS3"
"5628","IL19"
"5629","PTTG1IP"
"5630","KCNS1"
"5631","MGAT2"
"5632","CDC27"
"5633","FNBP1L"
"5634","DDX18"
"5635","ING2"
"5636","AURKAPS1"
"5637","TNXA"
"5638","FAM20C"
"5639","ZXDB"
"5640","LCOR"
"5641","CRNKL1"
"5642","CEP295"
"5643","VAV2"
"5644","MTMR7"
"5645","RAB3D"
"5646","CCNY"
"5647","SMURF1"
"5648","ZBTB25"
"5649","LOC101929095"
"5650","CHD7"
"5651","PGLYRP4"
"5652","OVCH2"
"5653","GRAMD2"
"5654","ANGPTL5"
"5655","CETN3"
"5656","EFNA1"
"5657","LINC00639"
"5658","GPATCH8"
"5659","AATF"
"5660","PLCB1"
"5661","HM13"
"5662","SFMBT1"
"5663","ZMAT3"
"5664","TWISTNB"
"5665","RDH10-AS1"
"5666","APTX"
"5667","C1GALT1C1"
"5668","IKZF5"
"5669","MGP"
"5670","TPTE2P1"
"5671","MFSD6L"
"5672","TP53I3"
"5673","COLQ"
"5674","LOC645513"
"5675","PDLIM3"
"5676","ZC3HC1"
"5677","CELP"
"5678","ELOVL7"
"5679","ZNF410"
"5680","ASAH2"
"5681","SERPINB8"
"5682","ZNF141"
"5683","MOB1B"
"5684","DHX29"
"5685","CD274"
"5686","LINC00950"
"5687","LAS1L"
"5688","WNT11"
"5689","COMMD2"
"5690","HIAT1"
"5691","ZNF613"
"5692","ZNF473"
"5693","MIRLET7DHG"
"5694","ZNF429"
"5695","C9orf64"
"5696","CREB3L4"
"5697","WDR61"
"5698","NSMCE4A"
"5699","NTF4"
"5700","ADNP"
"5701","BAALC-AS1"
"5702","FAM13A-AS1"
"5703","THADA"
"5704","PITX1"
"5705","ICOSLG"
"5706","GBAS"
"5707","PCBD1"
"5708","CCDC73"
"5709","RPRM"
"5710","PTGDS"
"5711","LINC00654"
"5712","NBR1"
"5713","LINC00664"
"5714","CSF2"
"5715","RBM18"
"5716","KIAA0391"
"5717","MAN1B1-AS1"
"5718","SLC25A45"
"5719","DCHS2"
"5720","MTM1"
"5721","CROCCP2"
