"","x"
"13848","UBOX5"
"13849","MIRLET7A3"
"13850","SH3RF2"
"13851","HLA-DRA"
"13852","ZNF76"
"13853","TJAP1"
"13854","PREP"
"13855","TLE1"
"13856","SLC16A2"
"13857","TCEAL8"
"13858","LGALS9C"
"13859","SCAMP1-AS1"
"13860","NBL1"
"13861","OGG1"
"13862","DDR2"
"13863","SLC2A1-AS1"
"13864","TNNI3K"
"13865","PYGO2"
"13866","TSKU"
"13867","MTMR2"
"13868","BLOC1S1"
"13869","ZNF174"
"13870","SULT1A1"
"13871","RFXANK"
"13872","ZNF480"
"13873","NAT8"
"13874","PUS7"
"13875","P4HA1"
"13876","HES4"
"13877","ISG20L2"
"13878","SLC29A3"
"13879","HSPA8"
"13880","FOXM1"
"13881","STRA13"
"13882","NRP2"
"13883","LOC400867"
"13884","PDE9A"
"13885","NOL12"
"13886","LOC389602"
"13887","DMRTA1"
"13888","RAB4B-EGLN2"
"13889","EIF4EBP3"
"13890","HIST1H2BH"
"13891","SLC37A4"
"13892","BLOC1S1-RDH5"
"13893","TMED10"
"13894","ZNF213-AS1"
"13895","DVL1"
"13896","LINC01355"
"13897","SEC23IP"
"13898","RIN1"
"13899","TMCO3"
"13900","UNC79"
"13901","POLG2"
"13902","GSTT2"
"13903","ZNF667-AS1"
"13904","ZBTB17"
"13905","TMCO1"
"13906","DESI2"
"13907","PACSIN3"
"13908","LOC102723354"
"13909","MIR762HG"
"13910","C19orf24"
"13911","ANO6"
"13912","OPA3"
"13913","FAM189B"
"13914","UBA6-AS1"
"13915","LOC286297"
"13916","AHNAK"
"13917","TLDC1"
"13918","MYO19"
"13919","RRP9"
"13920","ADORA1"
"13921","APTR"
"13922","CHORDC1"
"13923","FAM96B"
"13924","TRADD"
"13925","CYP3A7"
"13926","NUDT18"
"13927","LIPA"
"13928","ALDH16A1"
"13929","PVT1"
"13930","SGMS1"
"13931","MTOR-AS1"
"13932","DDX51"
"13933","SLC2A4RG"
"13934","MTX3"
"13935","TPST1"
"13936","RPS20"
"13937","TXNRD3NB"
"13938","TRPM6"
"13939","CELF1"
"13940","COPG2"
"13941","SLC35A3"
"13942","BET1L"
"13943","HERC2P3"
"13944","E2F4"
"13945","KCTD11"
"13946","OCEL1"
"13947","CASC15"
"13948","ZFY"
"13949","MIR3658"
"13950","GOLGA8K"
"13951","YBX2"
"13952","SMYD1"
"13953","TRMT11"
"13954","LOC101929633"
"13955","RAC3"
"13956","LOC100505736"
"13957","FAM136A"
"13958","ANXA6"
"13959","ZNF783"
"13960","TRMU"
"13961","MELK"
"13962","KLLN"
"13963","PC"
"13964","SIVA1"
"13965","LOC101929512"
"13966","CHD6"
"13967","APOL4"
"13968","SLC38A9"
"13969","HIST1H2AE"
"13970","ZNF623"
"13971","SFR1"
"13972","METTL1"
"13973","CDYL2"
"13974","SMAD4"
"13975","RHOB"
"13976","ZNF425"
"13977","TRIM59"
"13978","KIRREL2"
"13979","GPANK1"
"13980","PPARGC1B"
"13981","EFNA5"
"13982","ZC3H8"
"13983","OLFM2"
"13984","APOBEC3D"
"13985","TRAPPC2L"
"13986","CTU2"
"13987","MIR6501"
"13988","CROCCP3"
"13989","MRPL37"
"13990","AGAP6"
"13991","FAM213A"
"13992","POLL"
"13993","HRAS"
"13994","NCR3LG1"
"13995","CHD8"
"13996","PLEK2"
"13997","RNPS1"
"13998","DHDH"
"13999","U2AF2"
"14000","TFCP2L1"
"14001","LSMEM2"
"14002","SNORA63"
"14003","LOC101927497"
"14004","PGAM4"
"14005","LTBP4"
"14006","MTFR2"
"14007","COX7C"
"14008","ASPDH"
"14009","MAPKAP1"
"14010","C11orf57"
"14011","HIPK1"
"14012","HMGA2"
"14013","SCAND1"
"14014","UXT"
"14015","ADAM1A"
"14016","MEPCE"
"14017","NUTM1"
"14018","KRT39"
"14019","LMAN1"
"14020","LIN37"
"14021","RPN2"
"14022","DCAF16"
"14023","PTPRZ1"
"14024","MIR324"
"14025","TMEM256-PLSCR3"
"14026","NOL11"
"14027","BUD31"
"14028","CCDC160"
"14029","PREPL"
"14030","ANXA8"
"14031","RAD9A"
"14032","LTK"
"14033","RSAD1"
"14034","COX6C"
"14035","NXF5"
"14036","SSR3"
"14037","NENF"
"14038","PARG"
"14039","FAHD2CP"
"14040","MEA1"
"14041","TTC3P1"
"14042","TGFBR3"
"14043","RERG"
"14044","FAH"
"14045","CYB5B"
"14046","LRRC8E"
"14047","KLHL22"
"14048","TMEM243"
"14049","MIR6850"
"14050","CYP4A22"
"14051","LOC148709"
"14052","LBHD1"
"14053","STIP1"
"14054","CCDC124"
"14055","TST"
"14056","TIPARP-AS1"
"14057","NCBP2"
"14058","SRFBP1"
"14059","GRHL2"
"14060","LHFPL1"
"14061","LOC100128176"
"14062","DLEU2L"
"14063","PEAK1"
"14064","TBC1D22A"
"14065","NDUFB9"
"14066","RAD52"
"14067","WEE1"
"14068","CEP95"
"14069","SLC14A1"
"14070","ZNF814"
"14071","SNORA71E"
"14072","MCHR1"
"14073","FAM151B"
"14074","MTDH"
"14075","ATP5F1"
"14076","FAM72B"
"14077","TMEM63A"
"14078","PYCARD-AS1"
"14079","IL1F10"
"14080","ARSA"
"14081","EXOC3"
"14082","C19orf45"
"14083","ADAM12"
"14084","KRT8P41"
"14085","HINFP"
"14086","OTX2"
"14087","MTHFD1"
"14088","DDT"
"14089","FZD1"
"14090","PHF8"
"14091","TNFRSF17"
"14092","PTDSS1"
"14093","B4GALT2"
"14094","GON4L"
"14095","ADAMTS14"
"14096","FUOM"
"14097","BCL9L"
"14098","CCDC84"
"14099","KLRD1"
"14100","CS"
"14101","THAP2"
"14102","SPRYD7"
"14103","WHAMMP2"
"14104","TAOK2"
"14105","ELP5"
"14106","NSFP1"
"14107","KCTD15"
"14108","ZNF343"
"14109","BAP1"
"14110","HIST1H2AH"
"14111","PSORS1C3"
"14112","HIPK2"
"14113","AOC1"
"14114","LOC101929066"
"14115","MIR6876"
"14116","TOX"
"14117","MSC"
"14118","PLP2"
"14119","RALGAPA2"
"14120","FAM134C"
"14121","DIDO1"
"14122","NOC2L"
"14123","ALDOC"
"14124","DERL2"
"14125","CARF"
"14126","LINC01134"
"14127","YARS"
"14128","HIST2H2BA"
"14129","LOC101929089"
"14130","LOC103611081"
"14131","RPS26"
"14132","FAM219B"
"14133","LRRC29"
"14134","RPS28"
"14135","PAFAH1B3"
"14136","ZNF468"
"14137","ZSCAN4"
"14138","TSPEAR"
"14139","YBEY"
"14140","IL17RC"
"14141","LARP1B"
"14142","GLO1"
"14143","SLC26A7"
"14144","C9orf41"
"14145","LCN12"
"14146","MSRB2"
"14147","NDUFAF1"
"14148","LOC101929762"
"14149","ANAPC10"
"14150","PDE1C"
"14151","FKBP3"
"14152","HGH1"
"14153","SRM"
"14154","FLJ37453"
"14155","KIAA1522"
"14156","TMEM69"
"14157","ANXA7"
"14158","KIF18B"
"14159","CD276"
"14160","IFFO2"
"14161","WDTC1"
"14162","RNF220"
"14163","PTGFRN"
"14164","POGZ"
"14165","LOC643770"
"14166","ITFG1-AS1"
"14167","CDK5RAP2"
"14168","EPRS"
"14169","EVA1B"
"14170","IGSF3"
"14171","MAGEH1"
"14172","LOC101928323"
"14173","EPB41L2"
"14174","CLN6"
"14175","SCNN1G"
"14176","NADK2"
"14177","SNAPC5"
"14178","ZNF529-AS1"
"14179","LRRC17"
"14180","IMPAD1"
"14181","CSF3"
"14182","KANK2"
"14183","ZFP14"
"14184","PHOSPHO2-KLHL23"
"14185","CHCHD10"
"14186","TFDP2"
"14187","WASF1"
"14188","NPC1L1"
"14189","GSG2"
"14190","ANAPC11"
"14191","DPY19L1P1"
"14192","MIR3074"
"14193","UBL5"
"14194","AP1M1"
"14195","RUFY4"
"14196","HTATIP2"
"14197","C12orf56"
"14198","PRSS36"
"14199","MIER2"
"14200","ME1"
"14201","DRD4"
"14202","RPL37"
"14203","IMPACT"
"14204","CNPPD1"
"14205","C3orf33"
"14206","RPS18"
"14207","CDRT4"
"14208","STRADA"
"14209","KLHDC3"
"14210","CDH17"
"14211","GBA2"
"14212","PCBP2-OT1"
"14213","SNUPN"
"14214","DGCR6L"
"14215","SUCLG2"
"14216","HCG8"
"14217","LINC01137"
"14218","CST3"
"14219","LAPTM4B"
"14220","CD72"
"14221","SLC2A1"
"14222","ADARB2-AS1"
"14223","CHRNA10"
"14224","SRSF2"
"14225","TRMT6"
"14226","SLMO2-ATP5E"
"14227","UPK3A"
"14228","FGFR1OP"
"14229","P2RY8"
"14230","NDC1"
"14231","ARHGEF19"
"14232","ZSCAN20"
"14233","DCST2"
"14234","TRUB1"
"14235","C11orf31"
"14236","POLD4"
"14237","KLHL42"
"14238","B3GLCT"
"14239","FAM177A1"
"14240","NRDE2"
"14241","UBE2I"
"14242","CORO7"
"14243","RNF165"
"14244","PEPD"
"14245","LENG1"
"14246","CDC42EP5"
"14247","UBXN2A"
"14248","C20orf27"
"14249","SERHL2"
"14250","HYAL3"
"14251","MXD4"
"14252","STK32A"
"14253","PTTG1"
"14254","TRIM7"
"14255","SLC26A4"
"14256","ABRA"
"14257","PTK2"
"14258","STAMBPL1"
"14259","C21orf140"
"14260","LOC101243545"
"14261","ABCA13"
"14262","GBP6"
"14263","TIMM10"
"14264","GDF11"
"14265","SLC6A15"
"14266","HMG20A"
"14267","FBXL19"
"14268","GNGT2"
"14269","HID1-AS1"
"14270","LOC101930071"
"14271","RNF181"
"14272","IL17RB"
"14273","CEP44"
"14274","ARSK"
"14275","KCNN2"
"14276","B4GALT7"
"14277","LAMA5-AS1"
"14278","TAGLN"
"14279","ZNF530"
"14280","PRPSAP2"
"14281","NECAB3"
"14282","RANBP10"
"14283","PHF5A"
"14284","TMED1"
"14285","LIX1L"
"14286","LOC388692"
"14287","DFNB59"
"14288","MIR4758"
"14289","RBBP7"
"14290","MIR6084"
"14291","CNDP2"
"14292","SFXN4"
"14293","GTF2E1"
"14294","DUSP9"
"14295","IPO9"
"14296","DKK3"
"14297","SRL"
"14298","KIAA1614"
"14299","CAPRIN2"
"14300","SRC"
"14301","LSM2"
"14302","MMACHC"
"14303","SNORD103A"
"14304","SNORD103B"
"14305","ZNF69"
"14306","EOGT"
"14307","GFOD1"
"14308","INTS4"
"14309","MYOM1"
"14310","BMPR1B"
"14311","EHMT1"
"14312","ZNF546"
"14313","USP9Y"
"14314","SGCG"
"14315","FCRL4"
"14316","NLRX1"
"14317","KRTAP2-3"
"14318","RNASEH1"
"14319","TAS2R4"
"14320","GIMAP1"
"14321","NASP"
"14322","CDK5RAP3"
"14323","MMP23A"
"14324","RPAIN"
"14325","TNS3"
"14326","TAGLN2"
"14327","PIGV"
"14328","LOC101927765"
"14329","RASSF8"
"14330","FRMD5"
"14331","CACNG4"
"14332","TRAPPC6A"
"14333","XIRP2"
"14334","AP5S1"
"14335","RAD1"
"14336","FOXP2"
"14337","FAM160B2"
"14338","ZNF251"
"14339","GGPS1"
"14340","AGPAT1"
"14341","MIR6883"
"14342","STARD13"
"14343","LYPD6B"
"14344","RNF25"
"14345","CENPL"
"14346","EFEMP1"
"14347","B3GAT2"
"14348","STAG3L4"
"14349","LOC100505795"
"14350","C14orf2"
"14351","SYT12"
"14352","WDR24"
"14353","NAGLU"
"14354","MARCH2"
"14355","LINC00493"
"14356","ARHGAP23"
"14357","RPS19"
"14358","PDZD11"
"14359","SERPINA6"
"14360","CHRNB4"
"14361","PPFIA3"
"14362","FAM169A"
"14363","UNG"
"14364","RPS29"
"14365","FAM98A"
"14366","MEI1"
"14367","RFT1"
"14368","AP1M2"
"14369","CD70"
"14370","CHTOP"
"14371","PIP4K2B"
"14372","MUC20"
"14373","MED12L"
"14374","PSAT1"
"14375","NCLN"
"14376","PIGF"
"14377","VPRBP"
"14378","SALL2"
"14379","MIR671"
"14380","C15orf61"
"14381","TMEM56-RWDD3"
"14382","PPM1J"
"14383","SYCE1"
"14384","LINC00871"
"14385","ZNF443"
"14386","MIR639"
"14387","CXCL17"
"14388","LOC101928371"
"14389","TTC3"
"14390","UBA5"
"14391","LOC285819"
"14392","TMEM184A"
"14393","ARL4A"
"14394","CTAGE6"
"14395","ZNF227"
"14396","CFI"
"14397","AFAP1-AS1"
"14398","RPL23AP53"
"14399","ZNF684"
"14400","EDRF1-AS1"
"14401","LOC102724814"
"14402","CYP39A1"
"14403","FAM122A"
"14404","SMARCA1"
"14405","MST1R"
"14406","LOC339874"
"14407","WDR89"
"14408","TAF15"
"14409","ILDR1"
"14410","OSGEPL1-AS1"
"14411","COX19"
"14412","LOC100506302"
"14413","FAM63B"
"14414","SLC35E1"
"14415","LIMS3L"
"14416","LIMS3"
"14417","ZNF341"
"14418","SEC13"
"14419","NDUFS4"
"14420","ATRN"
"14421","ERMAP"
"14422","KCNN3"
"14423","KIAA1217"
"14424","NT5M"
"14425","MISP"
"14426","ZNF180"
"14427","MIR4756"
"14428","MIR429"
"14429","ASAP3"
"14430","MRPS15"
"14431","KCNJ10"
"14432","VASH2"
"14433","ACTA1"
"14434","AIFM2"
"14435","SNORA8"
"14436","C12orf57"
"14437","KANSL2"
"14438","FREM2"
"14439","SLX1A-SULT1A3"
"14440","SLX1B-SULT1A4"
"14441","SPIRE2"
"14442","FLII"
"14443","DUSP14"
"14444","SCRN2"
"14445","ZNF90"
"14446","ZNF112"
"14447","GAL3ST2"
"14448","RPRD1B"
"14449","CHEK2"
"14450","APOBEC3C"
"14451","C22orf46"
"14452","SPICE1"
"14453","WWTR1-AS1"
"14454","SULT1E1"
"14455","PALLD"
"14456","CAMK4"
"14457","LOC100505658"
"14458","LMAN2"
"14459","WNT16"
"14460","ZNF282"
"14461","C9orf78"
"14462","LOC100272217"
"14463","JPX"
"14464","PRH1"
"14465","LOC284080"
"14466","KLK11"
"14467","ACADSB"
"14468","UTP15"
"14469","PLA2G4C"
"14470","OVGP1"
"14471","PRPSAP1"
"14472","LSR"
"14473","PCMT1"
"14474","LRRC75A"
"14475","ZNF79"
"14476","RARB"
"14477","SMOX"
"14478","LOC101929147"
"14479","DNM3"
"14480","ANK3"
"14481","TACR2"
"14482","COX8A"
"14483","OTUB1"
"14484","DDX10"
"14485","NPIPB11"
"14486","TBX6"
"14487","ZBTB32"
"14488","AP1B1"
"14489","JADE1"
"14490","CWC27"
"14491","LRFN2"
"14492","FBXW4"
"14493","LOC643339"
"14494","SEPHS1"
"14495","DTWD2"
"14496","UBTF"
"14497","NPRL2"
"14498","CLNS1A"
"14499","SCARNA5"
"14500","CAPN10"
"14501","FEM1A"
"14502","EMG1"
"14503","COX4I1"
"14504","KREMEN2"
"14505","LOC644172"
"14506","KCTD2"
"14507","CLEC3B"
"14508","SLC30A9"
"14509","BMP6"
"14510","PSMD14"
"14511","XXYLT1"
"14512","ZNF559"
"14513","OSER1-AS1"
"14514","GCFC2"
"14515","VAMP8"
"14516","EIF2AK3"
"14517","ZC3H12B"
"14518","WDR70"
"14519","KRTAP3-2"
"14520","C1orf159"
"14521","SYT15"
"14522","EBF3"
"14523","SNORD58C"
"14524","SLC25A12"
"14525","CDK5RAP1"
"14526","PWP2"
"14527","SNORD52"
"14528","TSPAN12"
"14529","DEPDC7"
"14530","RPS3"
"14531","GLG1"
"14532","SHMT1"
"14533","SDHAF1"
"14534","FAT4"
"14535","PCDH18"
"14536","CKMT2-AS1"
"14537","G3BP1"
"14538","ZNF318"
"14539","RPS18P9"
"14540","GTF2I"
"14541","LOC101927770"
"14542","GUSB"
"14543","SLC39A14"
"14544","EPAS1"
"14545","NSUN5P1"
"14546","SLC35B1"
"14547","NUDT17"
"14548","C1orf226"
"14549","METTL15"
"14550","ESYT1"
"14551","TMEM263"
"14552","LRRC75A-AS1"
"14553","LMNB2"
"14554","MRPL33"
"14555","LINC00323"
"14556","MECOM"
"14557","ATAT1"
"14558","RAB23"
"14559","PLEKHG1"
"14560","USP42"
"14561","ZFP41"
"14562","CYC1"
"14563","LOC403323"
"14564","RMI1"
"14565","LOC389765"
"14566","LHX6"
"14567","CD99P1"
"14568","FAM156A"
"14569","TCEAL4"
"14570","GHR"
"14571","PSMD13"
"14572","ANKRD20A2"
"14573","NEDD8"
"14574","CPSF3"
"14575","SCP2"
"14576","PTPN20"
"14577","SLFN12L"
"14578","ZNF404"
"14579","RANGAP1"
"14580","FH"
"14581","C10orf35"
"14582","UBE2N"
"14583","ZNF235"
"14584","CNOT3"
"14585","TRABD2B"
"14586","CYCSP52"
"14587","GTF2IP20"
"14588","PARP11"
"14589","TCHP"
"14590","MRPL42P5"
"14591","ATPAF2"
"14592","AQP4"
"14593","C19orf33"
"14594","ZNF320"
"14595","SYNGR1"
"14596","CRELD2"
"14597","FAM156B"
"14598","MIR675"
"14599","B4GALT3"
"14600","PDE6G"
"14601","CACNA2D2"
"14602","TRMT5"
"14603","MECR"
"14604","CCDC163P"
"14605","GBAT2"
"14606","MUS81"
"14607","RAB1B"
"14608","CNIH1"
"14609","BUB1B"
"14610","RAB40C"
"14611","PIGS"
"14612","ATP8B1"
"14613","PLK5"
"14614","CERS6-AS1"
"14615","TUBGCP6"
"14616","ATR"
"14617","LPP-AS2"
"14618","CDS1"
"14619","TRIM28"
"14620","GPR75-ASB3"
"14621","ATAD2"
"14622","PPIP5K1"
"14623","PSTK"
"14624","RAPSN"
"14625","LOC100049716"
"14626","OSGEP"
"14627","ATP10A"
"14628","C15orf40"
"14629","RAD17"
"14630","MAD2L1BP"
"14631","ADGRA2"
"14632","SLC35G2"
"14633","MED6"
"14634","SERF2"
"14635","TXNL4A"
"14636","FXYD3"
"14637","TIMM50"
"14638","PMS1"
"14639","SLC9C1"
"14640","EPHB4"
"14641","TXNDC8"
"14642","MIR4260"
"14643","RBM11"
"14644","MRPL20"
"14645","CRIM1"
"14646","DUSP7"
"14647","LYPLA2"
"14648","SFRP2"
"14649","FIBIN"
"14650","OMP"
"14651","PEMT"
"14652","UFD1L"
"14653","BCAR3"
"14654","ALX3"
"14655","DUSP27"
"14656","GANAB"
"14657","CDK2AP2"
"14658","LOC642846"
"14659","ADCY6"
"14660","POLE"
"14661","LIPC"
"14662","RCN2"
"14663","MRPS34"
"14664","TANGO6"
"14665","RPL17-C18orf32"
"14666","NEDD4L"
"14667","BTBD2"
"14668","HMG20B"
"14669","LIPE"
"14670","USP39"
"14671","GORASP2"
"14672","WDR12"
"14673","NNAT"
"14674","MYBL2"
"14675","SLC35E4"
"14676","SELO"
"14677","DMGDH"
"14678","NR2F1-AS1"
"14679","SEMA6A"
"14680","C4B"
"14681","C4B_2"
"14682","RARS2"
"14683","LACE1"
"14684","ZNF704"
"14685","PCAT1"
"14686","MFSD3"
"14687","FAM74A1"
"14688","ASB6"
"14689","NUMA1"
"14690","SNORA4"
"14691","GTPBP4"
"14692","HAUS2"
"14693","RRP1"
"14694","PPM1K"
"14695","CDC37L1-AS1"
"14696","FAM50A"
"14697","SLC38A3"
"14698","ZNF549"
"14699","ZNRD1"
"14700","TMEM168"
"14701","NUMBL"
"14702","DDX28"
"14703","TVP23C-CDRT4"
"14704","LTB4R2"
"14705","HMGN5"
"14706","RASL12"
"14707","TGM2"
"14708","ZMYM1"
"14709","HSD17B7"
"14710","AGAP4"
"14711","PCED1B"
"14712","TOMM20L"
"14713","POLG"
"14714","ANKRD13B"
"14715","TEX2"
"14716","CYP4F35P"
"14717","C19orf43"
"14718","MIA"
"14719","TSPYL6"
"14720","MANBAL"
"14721","ADRM1"
"14722","SNX4"
"14723","CTBP1-AS2"
"14724","AFAP1"
"14725","PELO"
"14726","CCDC167"
"14727","TRRAP"
"14728","GRINA"
"14729","MAF1"
"14730","C9orf89"
"14731","C9orf173-AS1"
"14732","CXorf40B"
"14733","SSU72"
"14734","MYOZ1"
"14735","ZNF319"
"14736","CHCHD3"
"14737","FLJ37035"
"14738","CSTF3"
"14739","MVK"
"14740","DCAF11"
"14741","KLHDC2"
"14742","IQCH-AS1"
"14743","FBXO46"
"14744","EPB41L1"
"14745","PAIP1"
"14746","LINC00869"
"14747","MLC1"
"14748","CLDN8"
"14749","PPP1R35"
"14750","VCP"
"14751","ABCB8"
"14752","AES"
"14753","LOC647323"
"14754","RFPL3S"
"14755","CTSW"
"14756","GLOD4"
"14757","SLC26A1"
"14758","PTPDC1"
"14759","TRIM35"
"14760","DCLRE1A"
"14761","SNORD45A"
"14762","LINC01140"
"14763","IPO9-AS1"
"14764","CAPN2"
"14765","ASAH2B"
"14766","MSANTD2"
"14767","EIF4B"
"14768","DNAJC3-AS1"
"14769","LMAN2L"
"14770","FAM43A"
"14771","ZCCHC4"
"14772","GUCY1A3"
"14773","ZNF608"
"14774","HSFX1"
"14775","FN3K"
"14776","MAP4"
"14777","LOC728673"
"14778","MMP23B"
"14779","BCL2L15"
"14780","LOC101929099"
"14781","IBA57"
"14782","MYOF"
"14783","RNH1"
"14784","INS-IGF2"
"14785","ZDHHC24"
"14786","CCDC77"
"14787","MCRS1"
"14788","ATF7"
"14789","POLR3B"
"14790","TMED2"
"14791","GSTZ1"
"14792","CILP"
"14793","CACNA1H"
"14794","TSR3"
"14795","ITGAD"
"14796","ZNF571"
"14797","DGUOK-AS1"
"14798","MRPS5"
"14799","BACE2"
"14800","ZNF621"
"14801","BBS7"
"14802","LOC100507487"
"14803","ZNF316"
"14804","MED27"
"14805","PQBP1"
"14806","MIR6807"
"14807","YIF1A"
"14808","LOC100507424"
"14809","C9orf3"
"14810","FBXO2"
"14811","ZNF362"
"14812","C1orf122"
"14813","ODF2L"
"14814","CERS2"
"14815","LINC01139"
"14816","MARVELD1"
"14817","MIR210HG"
"14818","BCO2"
"14819","LRIG3"
"14820","OXA1L"
"14821","PPP1R13B"
"14822","NUDT14"
"14823","CHRNA5"
"14824","FSD2"
"14825","COL1A1"
"14826","LLGL2"
"14827","ZNF358"
"14828","NKG7"
"14829","ZNF888"
"14830","PDGFB"
"14831","RPUSD3"
"14832","MIR6822"
"14833","LARS2"
"14834","EVC2"
"14835","TRIO"
"14836","MRPS30"
"14837","F2RL2"
"14838","LOC728554"
"14839","ZNF322"
"14840","MMS22L"
"14841","PSD3"
"14842","FAM74A6"
"14843","LOC103908605"
"14844","DPM2"
"14845","PHEX"
"14846","GPATCH2"
"14847","TBATA"
"14848","USP5"
"14849","RAB2B"
"14850","WDR76"
"14851","MAPK8IP3"
"14852","USP22"
"14853","NACC1"
"14854","EGLN2"
"14855","ANAPC1"
"14856","DPH3P1"
"14857","LINC00312"
"14858","WDR41"
"14859","SUGCT"
"14860","FDPSP2"
"14861","TMEM229A"
"14862","PRSS58"
"14863","LY6E"
"14864","GLRB"
"14865","DLEU7-AS1"
"14866","TMEM59L"
"14867","NID1"
"14868","TMTC4"
"14869","SNORA28"
"14870","ODF4"
"14871","ATP5G3"
"14872","EMILIN3"
"14873","NHP2L1"
"14874","RPL24"
"14875","LINC00265"
"14876","STEAP1"
"14877","BEX1"
"14878","DDX11L2"
"14879","ALS2"
"14880","PNPLA3"
"14881","PCDHB5"
"14882","CUX1"
"14883","SULF1"
"14884","SPIN2A"
"14885","TNS2"
"14886","PLCH2"
"14887","DNASE1"
"14888","FGF1"
"14889","PFDN5"
"14890","NME4"
"14891","MIR628"
"14892","SNORD81"
"14893","PLXNA2"
"14894","AS3MT"
"14895","MRPL23-AS1"
"14896","DGKZ"
"14897","RAB3IP"
"14898","LINC01481"
"14899","BLM"
"14900","ZNF652"
"14901","ZNF699"
"14902","C19orf52"
"14903","ARHGAP35"
"14904","ZNF649-AS1"
"14905","LOC644838"
"14906","NCL"
"14907","SYCP2"
"14908","ADRBK2"
"14909","KIAA1257"
"14910","TAPT1-AS1"
"14911","MTERF1"
"14912","STAG3L5P"
"14913","GIGYF1"
"14914","C9orf173"
"14915","MTIF3"
"14916","INCA1"
"14917","TRAF3"
"14918","SNHG17"
"14919","RAD54L"
"14920","SCYL1"
"14921","ZNF385A"
"14922","GPI"
"14923","FAM220A"
"14924","INTS1"
"14925","NRG1"
"14926","FBXW8"
"14927","TSTA3"
"14928","GUF1"
"14929","FBXL18"
"14930","CLSPN"
"14931","SUSD4"
"14932","DHX37"
"14933","CALM1"
"14934","PPP2R2B"
"14935","AGAP2-AS1"
"14936","CABP4"
"14937","PCBP2"
"14938","MRVI1-AS1"
"14939","CAPNS1"
"14940","RHOU"
"14941","SLC6A4"
"14942","CC2D1B"
"14943","ARPIN"
"14944","LRP1-AS"
"14945","ZSCAN32"
"14946","SNORD101"
"14947","ZNF778"
"14948","PCDHB2"
"14949","LOC100129518"
"14950","LOC642361"
"14951","ITGA2B"
"14952","RPS11"
"14953","SEPT2"
"14954","FAM83F"
"14955","FAM118A"
"14956","C5orf17"
"14957","MLLT4-AS1"
"14958","LOC286437"
"14959","GBF1"
"14960","PAM16"
"14961","CBFA2T2"
"14962","TSNARE1"
"14963","MIR1282"
"14964","ADAMTS4"
"14965","PRIM1"
"14966","NFYB"
"14967","TLE2"
"14968","COX6B1"
"14969","SIGLEC11"
"14970","ZNF256"
"14971","RIPK4"
"14972","MYLK4"
"14973","TUBB2A"
"14974","COL5A2"
"14975","ZNF831"
"14976","AMY1A"
"14977","LINC00938"
"14978","WASF3"
"14979","HELLS"
"14980","RBM19"
"14981","NAPSB"
"14982","GNA14-AS1"
"14983","UBE2S"
"14984","ECE2"
"14985","THAP8"
"14986","ADPGK-AS1"
"14987","SYNGR3"
"14988","COX5B"
"14989","SYNPO2"
"14990","RNF8"
"14991","TFAM"
"14992","FBXL15"
"14993","ABCC4"
"14994","GPX2"
"14995","GPRC5C"
"14996","RPS10"
"14997","UHRF1BP1"
"14998","AGAP3"
"14999","FAM74A4"
"15000","AMY1C"
"15001","AMY1B"
"15002","MVP"
"15003","OTOF"
"15004","ZBTB11-AS1"
"15005","CD24"
"15006","DBT"
"15007","HERC2P7"
"15008","ZNF787"
"15009","KIAA1161"
"15010","AHCY"
"15011","C11orf42"
"15012","SLC35E3"
"15013","NARFL"
"15014","NANP"
"15015","SGSM1"
"15016","DCTN3"
"15017","SNORD59B"
"15018","DIRC3"
"15019","PRPF4"
"15020","NEIL3"
"15021","CD9"
"15022","CD2BP2"
"15023","PSMA7"
"15024","CCDC136"
"15025","SIDT1"
"15026","DDTL"
"15027","LPPR1"
"15028","PSMG2"
"15029","PID1"
"15030","TRIM4"
"15031","CLEC4F"
"15032","MIR1254-1"
"15033","NSG1"
"15034","TPI1P2"
"15035","LZIC"
"15036","TMEM125"
"15037","ZW10"
"15038","EIF2B1"
"15039","LINC00597"
"15040","BRICD5"
"15041","CENPT"
"15042","SLC47A2"
"15043","ZNF512B"
"15044","TXN2"
"15045","RASSF1"
"15046","RBM12B"
"15047","GPR26"
"15048","HEMK1"
"15049","BTBD6"
"15050","DIAPH3"
"15051","AMZ2P1"
"15052","ZNF30"
"15053","FCRL3"
"15054","MIR4707"
"15055","TNFRSF13C"
"15056","REEP5"
"15057","FANCE"
"15058","PRICKLE3"
"15059","ADIRF"
"15060","RPS19BP1"
"15061","NUDT10"
"15062","GATSL3"
"15063","PNMAL2"
"15064","CXCR6"
"15065","C2orf47"
"15066","PBDC1"
"15067","SMG5"
"15068","NPM1"
"15069","TCHHL1"
"15070","CANT1"
"15071","RFX1"
"15072","DEPDC5"
"15073","PCDH7"
"15074","SMN1"
"15075","SMN2"
"15076","SNORA84"
"15077","VPS39"
"15078","RAVER2"
"15079","FOXK1"
"15080","XXYLT1-AS2"
"15081","FAM122B"
"15082","GJB3"
"15083","CTSF"
"15084","SNORA40"
"15085","M6PR"
"15086","INSM2"
"15087","MPDU1"
"15088","TECR"
"15089","GFM1"
"15090","OXCT1"
"15091","RAD54B"
"15092","MIR6728"
"15093","KPNA6"
"15094","ZFP69B"
"15095","DRAM2"
"15096","PMF1-BGLAP"
"15097","HMCN1"
"15098","NAV2-AS2"
